,Gene,Ensembl,gene,pvalue,padj
6858,DSC3,ENSG00000134762,ENSG00000134762,2.18942087927e-11,1.27374502324e-09
12793,KRT19,ENSG00000171345,ENSG00000171345,2.2163981845e-11,1.28514154731e-09
3851,MGP,ENSG00000111341,ENSG00000111341,2.33321493405e-11,1.34838118863e-09
5538,MYRF,ENSG00000124920,ENSG00000124920,2.4330631533e-11,1.39220834052e-09
182,RHBDF1,ENSG00000007384,ENSG00000007384,2.43080920482e-11,1.39220834052e-09
10197,BTG2,ENSG00000159388,ENSG00000159388,2.41739877948e-11,1.39220834052e-09
8999,ANKRD1,ENSG00000148677,ENSG00000148677,2.45303142321e-11,1.39446018323e-09
10475,FMNL3,ENSG00000161791,ENSG00000161791,2.4520779934e-11,1.39446018323e-09
8073,PLPP2,ENSG00000141934,ENSG00000141934,2.486598321e-11,1.39943757098e-09
4637,RGS4,ENSG00000117152,ENSG00000117152,2.50201255864e-11,1.39943757098e-09
6020,LOXL1,ENSG00000129038,ENSG00000129038,2.5016514207e-11,1.39943757098e-09
7512,LOXL4,ENSG00000138131,ENSG00000138131,2.4729221644e-11,1.39943757098e-09
15165,SMIM10,ENSG00000184785,ENSG00000184785,2.49536806202e-11,1.39943757098e-09
1262,ZNF532,ENSG00000074657,ENSG00000074657,2.5102161083e-11,1.39952593602e-09
10696,PIGR,ENSG00000162896,ENSG00000162896,2.58608018757e-11,1.43186260237e-09
9583,CHST9,ENSG00000154080,ENSG00000154080,2.59291014514e-11,1.43186260237e-09
11081,MAP9,ENSG00000164114,ENSG00000164114,2.5794788792e-11,1.43186260237e-09
15677,MITF,ENSG00000187098,ENSG00000187098,2.61224466095e-11,1.43797455308e-09
15265,TCEAL9,ENSG00000185222,ENSG00000185222,2.64251304668e-11,1.44244191857e-09
11803,EVA1C,ENSG00000166979,ENSG00000166979,2.6311308859e-11,1.44244191857e-09
1621,COL16A1,ENSG00000084636,ENSG00000084636,2.64523697628e-11,1.44244191857e-09
11710,RRAD,ENSG00000166592,ENSG00000166592,2.65405834242e-11,1.44272952707e-09
26,HECW1,ENSG00000002746,ENSG00000002746,2.8521323008e-11,1.54557138232e-09
1402,FAP,ENSG00000078098,ENSG00000078098,2.90522031241e-11,1.56945053833e-09
6903,ANXA1,ENSG00000135046,ENSG00000135046,3.03760771692e-11,1.63588811876e-09
3857,SLC38A1,ENSG00000111371,ENSG00000111371,3.10289337474e-11,1.66588982264e-09
14689,TSHZ2,ENSG00000182463,ENSG00000182463,3.15944115539e-11,1.69103011994e-09
5578,SOX9,ENSG00000125398,ENSG00000125398,3.19168799652e-11,1.69266502132e-09
10883,IFI16,ENSG00000163565,ENSG00000163565,3.1801569571e-11,1.69266502132e-09
10615,NEXN,ENSG00000162614,ENSG00000162614,3.18631650585e-11,1.69266502132e-09
3127,ARRDC2,ENSG00000105643,ENSG00000105643,3.27743744302e-11,1.73285788211e-09
3372,GLIS3,ENSG00000107249,ENSG00000107249,3.38390582564e-11,1.76755528078e-09
6834,FAM127A,ENSG00000134590,ENSG00000134590,3.39386871964e-11,1.76755528078e-09
2642,SRPX2,ENSG00000102359,ENSG00000102359,3.35906487289e-11,1.76755528078e-09
13924,PTRF,ENSG00000177469,ENSG00000177469,3.3883772661e-11,1.76755528078e-09
4006,VNN2,ENSG00000112303,ENSG00000112303,3.37635475854e-11,1.76755528078e-09
17188,VWA7,ENSG00000204396,ENSG00000204396,3.43230837961e-11,1.78129418224e-09
7660,GABARAPL1,ENSG00000139112,ENSG00000139112,3.44072920513e-11,1.78129418224e-09
4302,FOXP1,ENSG00000114861,ENSG00000114861,3.62476075279e-11,1.86834076391e-09
1104,FSTL3,ENSG00000070404,ENSG00000070404,3.63039012705e-11,1.86834076391e-09
9435,GJA1,ENSG00000152661,ENSG00000152661,3.64108950254e-11,1.86834076391e-09
12409,ANTXR1,ENSG00000169604,ENSG00000169604,3.84256395199e-11,1.96132732477e-09
1162,CYBRD1,ENSG00000071967,ENSG00000071967,3.84485552025e-11,1.96132732477e-09
13338,MARCH3,ENSG00000173926,ENSG00000173926,3.92800303937e-11,1.99272683912e-09
2885,PLAT,ENSG00000104368,ENSG00000104368,3.92932052784e-11,1.99272683912e-09
3791,KCTD10,ENSG00000110906,ENSG00000110906,3.95499694925e-11,1.99991778873e-09
5203,ANXA11,ENSG00000122359,ENSG00000122359,3.99094737782e-11,2.0064314924e-09
9312,MFSD6,ENSG00000151690,ENSG00000151690,3.98760992286e-11,2.0064314924e-09
14794,ZNF320,ENSG00000182986,ENSG00000182986,4.07014190096e-11,2.04034923248e-09
8684,TNFRSF21,ENSG00000146072,ENSG00000146072,4.29623472194e-11,2.14750008587e-09
7198,SCN7A,ENSG00000136546,ENSG00000136546,4.35327194726e-11,2.1665800122e-09
7403,MMP7,ENSG00000137673,ENSG00000137673,4.35931591992e-11,2.1665800122e-09
10282,RSPH1,ENSG00000160188,ENSG00000160188,4.46143326374e-11,2.21101514595e-09
2898,STMN2,ENSG00000104435,ENSG00000104435,4.48974356713e-11,2.21872412927e-09
588,ADAM28,ENSG00000042980,ENSG00000042980,4.56966307585e-11,2.25182122392e-09
6501,ENAM,ENSG00000132464,ENSG00000132464,4.59714832437e-11,2.25896596335e-09
6641,EPHB2,ENSG00000133216,ENSG00000133216,4.61555857467e-11,2.26162370159e-09
14897,MEX3B,ENSG00000183496,ENSG00000183496,4.64735483031e-11,2.27080722678e-09
2050,ITPR3,ENSG00000096433,ENSG00000096433,4.73263308158e-11,2.30599866818e-09
11355,TMEM246,ENSG00000165152,ENSG00000165152,4.82047062288e-11,2.34223705265e-09
7082,ARMC9,ENSG00000135931,ENSG00000135931,5.03342303802e-11,2.43889676174e-09
12178,COL3A1,ENSG00000168542,ENSG00000168542,5.08119459478e-11,2.44164033084e-09
16094,CLDN4,ENSG00000189143,ENSG00000189143,5.07865743999e-11,2.44164033084e-09
940,ASB1,ENSG00000065802,ENSG00000065802,5.06366156071e-11,2.44164033084e-09
777,LAMC2,ENSG00000058085,ENSG00000058085,5.13552578718e-11,2.4609496162e-09
13290,HSPB7,ENSG00000173641,ENSG00000173641,5.23468727598e-11,2.50157651554e-09
9540,LURAP1L,ENSG00000153714,ENSG00000153714,5.27235785336e-11,2.51267574957e-09
618,KIAA0556,ENSG00000047578,ENSG00000047578,5.35727275641e-11,2.54616829502e-09
385,PHLDB1,ENSG00000019144,ENSG00000019144,5.3741004894e-11,2.54720648537e-09
3692,VWA5A,ENSG00000110002,ENSG00000110002,5.39702633536e-11,2.55112155173e-09
7528,PLCE1,ENSG00000138193,ENSG00000138193,5.44503943758e-11,2.56684176197e-09
13174,BNC2,ENSG00000173068,ENSG00000173068,5.57216534961e-11,2.61967070964e-09
10362,SHC1,ENSG00000160691,ENSG00000160691,5.59590952949e-11,2.62374248694e-09
7832,FGF7,ENSG00000140285,ENSG00000140285,5.62698731241e-11,2.63122162095e-09
14648,BACE2,ENSG00000182240,ENSG00000182240,5.64828623346e-11,2.63410024212e-09
222,IL32,ENSG00000008517,ENSG00000008517,6.00859704587e-11,2.79464025703e-09
351,MTMR11,ENSG00000014914,ENSG00000014914,6.02719463319e-11,2.79581468385e-09
13783,MYO1D,ENSG00000176658,ENSG00000176658,6.24967950534e-11,2.89130784562e-09
4252,IFT57,ENSG00000114446,ENSG00000114446,6.39727310392e-11,2.95173914171e-09
4427,FHL2,ENSG00000115641,ENSG00000115641,6.53672304025e-11,2.9776767876e-09
7814,FBLN5,ENSG00000140092,ENSG00000140092,6.53089445639e-11,2.9776767876e-09
10016,AGAP1,ENSG00000157985,ENSG00000157985,6.53907750999e-11,2.9776767876e-09
11310,GEM,ENSG00000164949,ENSG00000164949,6.5100628674e-11,2.9776767876e-09
7441,PAQR5,ENSG00000137819,ENSG00000137819,6.4943408605e-11,2.9776767876e-09
5309,ITIH5,ENSG00000123243,ENSG00000123243,6.55721622642e-11,2.97814037229e-09
14703,LIMK2,ENSG00000182541,ENSG00000182541,6.59288599709e-11,2.98654301873e-09
15958,C15orf52,ENSG00000188549,ENSG00000188549,6.61274805786e-11,2.98775980433e-09
12250,VAMP5,ENSG00000168899,ENSG00000168899,6.73189448076e-11,3.03371255163e-09
2630,CD40LG,ENSG00000102245,ENSG00000102245,6.7788213285e-11,3.04687611043e-09
10171,RUNX1,ENSG00000159216,ENSG00000159216,6.79613642338e-11,3.04687611043e-09
16401,SRGAP1,ENSG00000196935,ENSG00000196935,6.9837985085e-11,3.12296079834e-09
2264,KIAA0930,ENSG00000100364,ENSG00000100364,7.11494241711e-11,3.17085675842e-09
1784,CPXM1,ENSG00000088882,ENSG00000088882,7.12736414224e-11,3.17085675842e-09
10772,CDC42EP3,ENSG00000163171,ENSG00000163171,7.15169430557e-11,3.1735643481e-09
1290,CELSR1,ENSG00000075275,ENSG00000075275,7.26248984165e-11,3.21452953678e-09
13399,PODN,ENSG00000174348,ENSG00000174348,7.31314919085e-11,3.22056278924e-09
6083,EPB41L4A,ENSG00000129595,ENSG00000129595,7.30592505434e-11,3.22056278924e-09
3557,COL1A1,ENSG00000108821,ENSG00000108821,7.3607077686e-11,3.23332100088e-09
14084,P4HTM,ENSG00000178467,ENSG00000178467,7.38016497437e-11,3.23370200829e-09
2208,RAB36,ENSG00000100228,ENSG00000100228,7.49818999753e-11,3.27716118108e-09
10653,PEA15,ENSG00000162734,ENSG00000162734,7.54576128659e-11,3.2896871574e-09
15275,UBALD2,ENSG00000185262,ENSG00000185262,7.64928467113e-11,3.32648267136e-09
14989,FAM3B,ENSG00000183844,ENSG00000183844,7.71732105876e-11,3.34770074357e-09
2573,WDR13,ENSG00000101940,ENSG00000101940,8.05070424682e-11,3.48363185008e-09
1581,GRHL2,ENSG00000083307,ENSG00000083307,8.23863614235e-11,3.55610609668e-09
3042,CLIP3,ENSG00000105270,ENSG00000105270,8.41648717339e-11,3.62388104904e-09
10630,GBP2,ENSG00000162645,ENSG00000162645,8.46371896137e-11,3.6287963355e-09
6057,AP1M2,ENSG00000129354,ENSG00000129354,8.46962524985e-11,3.6287963355e-09
12718,HS6ST2,ENSG00000171004,ENSG00000171004,8.53658196693e-11,3.64849737874e-09
14638,LDOC1,ENSG00000182195,ENSG00000182195,8.57905774147e-11,3.65766444639e-09
14742,HOXB4,ENSG00000182742,ENSG00000182742,8.81775991016e-11,3.75024287622e-09
4352,PDE1A,ENSG00000115252,ENSG00000115252,9.01080069945e-11,3.82299702846e-09
13258,PTPRM,ENSG00000173482,ENSG00000173482,9.35275590287e-11,3.95842308833e-09
15132,TMEM173,ENSG00000184584,ENSG00000184584,9.53966567644e-11,4.02773020489e-09
5732,CAPNS1,ENSG00000126247,ENSG00000126247,9.61986504232e-11,4.05175671698e-09
14908,PCBP3,ENSG00000183570,ENSG00000183570,9.82392691728e-11,4.1277103557e-09
506,TMSB10,ENSG00000034510,ENSG00000034510,1.01696246842e-10,4.25241878319e-09
3424,SFXN3,ENSG00000107819,ENSG00000107819,1.01556335298e-10,4.25241878319e-09
11777,STX3,ENSG00000166900,ENSG00000166900,1.02357109352e-10,4.26978877021e-09
13854,ZDHHC13,ENSG00000177054,ENSG00000177054,1.03571683112e-10,4.31011824816e-09
6831,DDB2,ENSG00000134574,ENSG00000134574,1.04609133095e-10,4.34290183815e-09
13360,MSRB3,ENSG00000174099,ENSG00000174099,1.05044252492e-10,4.35058279073e-09
9619,TNIK,ENSG00000154310,ENSG00000154310,1.06551681874e-10,4.4025332689e-09
514,VCL,ENSG00000035403,ENSG00000035403,1.07558796361e-10,4.43361436658e-09
12377,RASSF6,ENSG00000169435,ENSG00000169435,1.08951087323e-10,4.48038809451e-09
9364,MGAT5,ENSG00000152127,ENSG00000152127,1.09574259837e-10,4.48441581127e-09
5677,LRRN4,ENSG00000125872,ENSG00000125872,1.10080227158e-10,4.48441581127e-09
2561,MID1,ENSG00000101871,ENSG00000101871,1.0981888402e-10,4.48441581127e-09
6818,KCTD1,ENSG00000134504,ENSG00000134504,1.10016206128e-10,4.48441581127e-09
14235,FJX1,ENSG00000179431,ENSG00000179431,1.13599436962e-10,4.61696777092e-09
15493,SLC51B,ENSG00000186198,ENSG00000186198,1.1416527332e-10,4.62914901958e-09
8721,ARHGAP18,ENSG00000146376,ENSG00000146376,1.16071521386e-10,4.6954979407e-09
9581,ANKRD29,ENSG00000154065,ENSG00000154065,1.16349871865e-10,4.69583763594e-09
11700,TMED3,ENSG00000166557,ENSG00000166557,1.19010163869e-10,4.79208750117e-09
6473,IQCA1,ENSG00000132321,ENSG00000132321,1.20936391896e-10,4.85840308782e-09
5934,BAIAP2L2,ENSG00000128298,ENSG00000128298,1.21508309122e-10,4.87013142207e-09
7728,PDX1,ENSG00000139515,ENSG00000139515,1.23183285707e-10,4.91461755706e-09
1513,COL4A4,ENSG00000081052,ENSG00000081052,1.23154667714e-10,4.91461755706e-09
123,TMEM132A,ENSG00000006118,ENSG00000006118,1.25480035764e-10,4.97203923033e-09
206,CYTH3,ENSG00000008256,ENSG00000008256,1.25362643246e-10,4.97203923033e-09
14265,RPRML,ENSG00000179673,ENSG00000179673,1.25016068648e-10,4.97203923033e-09
9113,TAGLN,ENSG00000149591,ENSG00000149591,1.26833431672e-10,5.01424441804e-09
11567,GPR176,ENSG00000166073,ENSG00000166073,1.27429187609e-10,5.02637351124e-09
12800,APLN,ENSG00000171388,ENSG00000171388,1.29113846163e-10,5.08130170589e-09
6188,ARPC1B,ENSG00000130429,ENSG00000130429,1.30389985539e-10,5.11994085427e-09
3647,SOD3,ENSG00000109610,ENSG00000109610,1.32392449239e-10,5.18686183448e-09
16701,SIRPA,ENSG00000198053,ENSG00000198053,1.35296982413e-10,5.27688567057e-09
11126,F2RL1,ENSG00000164251,ENSG00000164251,1.35239487931e-10,5.27688567057e-09
2494,JAG1,ENSG00000101384,ENSG00000101384,1.39325802312e-10,5.42186203851e-09
13961,SRRM3,ENSG00000177679,ENSG00000177679,1.40273224766e-10,5.44654630535e-09
8518,ADPRH,ENSG00000144843,ENSG00000144843,1.44923225868e-10,5.6145646191e-09
17391,ADGRG1,ENSG00000205336,ENSG00000205336,1.45918398866e-10,5.64055677394e-09
821,LZTS1,ENSG00000061337,ENSG00000061337,1.4693845995e-10,5.66739359388e-09
3521,CPD,ENSG00000108582,ENSG00000108582,1.5348763848e-10,5.90689706054e-09
17736,SEC14L6,ENSG00000214491,ENSG00000214491,1.59006889616e-10,6.10579435955e-09
10046,WASF2,ENSG00000158195,ENSG00000158195,1.593846563e-10,6.10681959545e-09
16592,SPTAN1,ENSG00000197694,ENSG00000197694,1.65700099471e-10,6.32095006645e-09
12860,CLSTN1,ENSG00000171603,ENSG00000171603,1.65611954936e-10,6.32095006645e-09
1504,DLGAP4,ENSG00000080845,ENSG00000080845,1.69788513367e-10,6.46273783373e-09
7876,HAPLN3,ENSG00000140511,ENSG00000140511,1.72640761487e-10,6.55695643245e-09
2027,BAMBI,ENSG00000095739,ENSG00000095739,1.73853819195e-10,6.58864310433e-09
2922,TNFRSF10A,ENSG00000104689,ENSG00000104689,1.767631741e-10,6.68433785536e-09
12564,FABP4,ENSG00000170323,ENSG00000170323,1.80903602488e-10,6.82606977284e-09
15284,IL3RA,ENSG00000185291,ENSG00000185291,1.84075416216e-10,6.93071832267e-09
10,STPG1,ENSG00000001460,ENSG00000001460,1.85008072623e-10,6.95078925114e-09
4053,PTK7,ENSG00000112655,ENSG00000112655,1.85967338998e-10,6.95677819756e-09
3750,MDK,ENSG00000110492,ENSG00000110492,1.85797139654e-10,6.95677819756e-09
1537,PCDHB4,ENSG00000081818,ENSG00000081818,1.87059176355e-10,6.96765390298e-09
10992,DNALI1,ENSG00000163879,ENSG00000163879,1.86907839641e-10,6.96765390298e-09
6289,HABP4,ENSG00000130956,ENSG00000130956,1.87906401623e-10,6.98425610306e-09
15261,IFITM2,ENSG00000185201,ENSG00000185201,1.92095884268e-10,7.12475033442e-09
11242,FNDC1,ENSG00000164694,ENSG00000164694,1.94139758517e-10,7.16998110277e-09
6076,EGLN3,ENSG00000129521,ENSG00000129521,1.93881296764e-10,7.16998110277e-09
868,SPA17,ENSG00000064199,ENSG00000064199,1.95201208223e-10,7.19390893439e-09
14957,MACC1,ENSG00000183742,ENSG00000183742,1.97080625637e-10,7.24781708871e-09
5588,MIF4GD,ENSG00000125457,ENSG00000125457,2.01778027637e-10,7.40491306063e-09
11510,BTNL9,ENSG00000165810,ENSG00000165810,2.03666307303e-10,7.45847455902e-09
12946,DRC3,ENSG00000171962,ENSG00000171962,2.06594851886e-10,7.5498265726e-09
1998,FMO2,ENSG00000094963,ENSG00000094963,2.08083080371e-10,7.588270824e-09
6839,PIWIL4,ENSG00000134627,ENSG00000134627,2.11064497329e-10,7.68089316116e-09
4972,MOB3B,ENSG00000120162,ENSG00000120162,2.15011252925e-10,7.80818527062e-09
13728,SLC35G1,ENSG00000176273,ENSG00000176273,2.15530966011e-10,7.81075240369e-09
12806,PDE7B,ENSG00000171408,ENSG00000171408,2.17559538699e-10,7.86787562509e-09
4684,F3,ENSG00000117525,ENSG00000117525,2.18443865154e-10,7.88346687627e-09
12714,PDGFD,ENSG00000170962,ENSG00000170962,2.19019685167e-10,7.88788286434e-09
13239,DAG1,ENSG00000173402,ENSG00000173402,2.21390034628e-10,7.95677614124e-09
971,FGFR2,ENSG00000066468,ENSG00000066468,2.2295354587e-10,7.9964472792e-09
3584,DHRS7B,ENSG00000109016,ENSG00000109016,2.24703739127e-10,8.04263691793e-09
407,OSBPL5,ENSG00000021762,ENSG00000021762,2.25472048626e-10,8.05356526868e-09
1481,SCTR,ENSG00000080293,ENSG00000080293,2.29183861131e-10,8.1693714434e-09
7568,ITGAV,ENSG00000138448,ENSG00000138448,2.31505929205e-10,8.23526715445e-09
11208,GALNT10,ENSG00000164574,ENSG00000164574,2.33054324257e-10,8.27342851114e-09
3095,PLA2G4C,ENSG00000105499,ENSG00000105499,2.34675491851e-10,8.29711418853e-09
14434,GREM2,ENSG00000180875,ENSG00000180875,2.34345933581e-10,8.29711418853e-09
6908,FAM189A2,ENSG00000135063,ENSG00000135063,2.38558943486e-10,8.41730795524e-09
3905,LDHB,ENSG00000111716,ENSG00000111716,2.39372578723e-10,8.4289190423e-09
15005,PRKX,ENSG00000183943,ENSG00000183943,2.43007883355e-10,8.53964066859e-09
870,WISP2,ENSG00000064205,ENSG00000064205,2.44751024237e-10,8.58355658588e-09
3596,CDR2L,ENSG00000109089,ENSG00000109089,2.45717475274e-10,8.60011163461e-09
2773,UBE2I,ENSG00000103275,ENSG00000103275,2.48697299472e-10,8.68692675565e-09
11315,FAM219A,ENSG00000164970,ENSG00000164970,2.58165968478e-10,8.99959322982e-09
2663,STK24,ENSG00000102572,ENSG00000102572,2.59395419648e-10,9.02436664954e-09
13957,MBOAT4,ENSG00000177669,ENSG00000177669,2.60521493619e-10,9.02743303088e-09
4775,PLAGL1,ENSG00000118495,ENSG00000118495,2.60059906774e-10,9.02743303088e-09
12038,ABCA3,ENSG00000167972,ENSG00000167972,2.67058659209e-10,9.23555740943e-09
6764,SORT1,ENSG00000134243,ENSG00000134243,2.72687442207e-10,9.41150408171e-09
13102,SLFN11,ENSG00000172716,ENSG00000172716,2.75538366813e-10,9.49106909053e-09
11683,MFAP4,ENSG00000166482,ENSG00000166482,2.76912091157e-10,9.51953720488e-09
1633,CD59,ENSG00000085063,ENSG00000085063,2.82942300515e-10,9.70190306085e-09
6358,SLC6A6,ENSG00000131389,ENSG00000131389,2.83332380277e-10,9.70190306085e-09
12969,LRRC15,ENSG00000172061,ENSG00000172061,2.84402490386e-10,9.71941320288e-09
395,ADGRA2,ENSG00000020181,ENSG00000020181,2.8846629731e-10,9.83896321904e-09
10045,MRAS,ENSG00000158186,ENSG00000158186,2.97261204965e-10,1.01190971827e-08
7352,IER3,ENSG00000137331,ENSG00000137331,2.99266208969e-10,1.01674525489e-08
11989,KRT80,ENSG00000167767,ENSG00000167767,3.02446541994e-10,1.02362532083e-08
71,PRSS22,ENSG00000005001,ENSG00000005001,3.02468189082e-10,1.02362532083e-08
6272,SLC6A8,ENSG00000130821,ENSG00000130821,3.03250620533e-10,1.02428049401e-08
17119,GPRIN2,ENSG00000204175,ENSG00000204175,3.07411019076e-10,1.0363206738e-08
713,KCNQ1,ENSG00000053918,ENSG00000053918,3.11004010174e-10,1.04640517543e-08
6337,NFATC1,ENSG00000131196,ENSG00000131196,3.12487323487e-10,1.04936621468e-08
725,FOXC1,ENSG00000054598,ENSG00000054598,3.17936353009e-10,1.06560748759e-08
5111,BCL2L14,ENSG00000121380,ENSG00000121380,3.26324559095e-10,1.0916184049e-08
15874,C6orf132,ENSG00000188112,ENSG00000188112,3.27691464183e-10,1.09408695191e-08
4012,GMNN,ENSG00000112312,ENSG00000112312,3.36934978346e-10,1.12279385983e-08
13676,TUBB6,ENSG00000176014,ENSG00000176014,3.38388785081e-10,1.12548239321e-08
12818,DSEL,ENSG00000171451,ENSG00000171451,3.4519854239e-10,1.14594058108e-08
4823,DNAH7,ENSG00000118997,ENSG00000118997,3.4724669227e-10,1.15054404039e-08
1758,REM1,ENSG00000088320,ENSG00000088320,3.49213899444e-10,1.15267092615e-08
1393,FBLN1,ENSG00000077942,ENSG00000077942,3.49021465899e-10,1.15267092615e-08
8491,CTDSPL,ENSG00000144677,ENSG00000144677,3.59230748077e-10,1.18348842098e-08
2981,CLEC4M,ENSG00000104938,ENSG00000104938,3.64363605835e-10,1.19812947514e-08
5161,TMEM54,ENSG00000121900,ENSG00000121900,3.67954488015e-10,1.20765439982e-08
9232,CACNA1C,ENSG00000151067,ENSG00000151067,3.77437608781e-10,1.23412165503e-08
12375,CXCL8,ENSG00000169429,ENSG00000169429,3.76739042965e-10,1.23412165503e-08
8482,OSBPL10,ENSG00000144645,ENSG00000144645,3.81925672072e-10,1.24645348324e-08
7225,GYPC,ENSG00000136732,ENSG00000136732,3.93635199391e-10,1.28226297629e-08
4183,PDGFRB,ENSG00000113721,ENSG00000113721,4.03911639064e-10,1.31327905823e-08
11055,HSPA4L,ENSG00000164070,ENSG00000164070,4.06163029101e-10,1.31568079911e-08
5034,SMAD9,ENSG00000120693,ENSG00000120693,4.05570140431e-10,1.31568079911e-08
13030,RCAN2,ENSG00000172348,ENSG00000172348,4.09670763887e-10,1.32457675424e-08
12885,TMEM51,ENSG00000171729,ENSG00000171729,4.16871406388e-10,1.34535772062e-08
16956,GRK5,ENSG00000198873,ENSG00000198873,4.33470751027e-10,1.39633772484e-08
8744,SDK1,ENSG00000146555,ENSG00000146555,4.35148871726e-10,1.39915242582e-08
1371,CAPN6,ENSG00000077274,ENSG00000077274,4.36856899417e-10,1.40205272424e-08
1144,RPS6KA2,ENSG00000071242,ENSG00000071242,4.4570750667e-10,1.4278235872e-08
2617,PHEX,ENSG00000102174,ENSG00000102174,4.47581998592e-10,1.43092288834e-08
8816,AWAT2,ENSG00000147160,ENSG00000147160,4.48320192094e-10,1.43092288834e-08
17003,TGM2,ENSG00000198959,ENSG00000198959,4.49892067301e-10,1.43330998365e-08
4631,MFAP2,ENSG00000117122,ENSG00000117122,4.511272682e-10,1.43446107591e-08
4306,SLC4A3,ENSG00000114923,ENSG00000114923,4.51902655704e-10,1.43446107591e-08
11782,C15orf48,ENSG00000166920,ENSG00000166920,4.5696020437e-10,1.44787299727e-08
729,ATP9A,ENSG00000054793,ENSG00000054793,4.70987058406e-10,1.48960361472e-08
5725,MCF2L,ENSG00000126217,ENSG00000126217,4.72215614708e-10,1.49077869652e-08
6553,RAB25,ENSG00000132698,ENSG00000132698,4.73695501371e-10,1.49274153014e-08
3947,NCOA7,ENSG00000111912,ENSG00000111912,4.77429871342e-10,1.50022853181e-08
13755,LPCAT4,ENSG00000176454,ENSG00000176454,4.78267714043e-10,1.50022853181e-08
9467,PLOD2,ENSG00000152952,ENSG00000152952,4.78934902859e-10,1.50022853181e-08
96,WDR54,ENSG00000005448,ENSG00000005448,4.79521163371e-10,1.50022853181e-08
10673,IER5,ENSG00000162783,ENSG00000162783,4.84909656669e-10,1.51164936877e-08
9412,NMT2,ENSG00000152465,ENSG00000152465,4.84121686548e-10,1.51164936877e-08
885,SLC12A2,ENSG00000064651,ENSG00000064651,4.86852609062e-10,1.51499125843e-08
172,GAS7,ENSG00000007237,ENSG00000007237,4.90318591442e-10,1.52011460667e-08
10350,MPZL3,ENSG00000160588,ENSG00000160588,4.91120672004e-10,1.52011460667e-08
6996,KRT7,ENSG00000135480,ENSG00000135480,4.90244821515e-10,1.52011460667e-08
12591,METTL7B,ENSG00000170439,ENSG00000170439,4.92057503077e-10,1.52030910587e-08
15015,ACTG1,ENSG00000184009,ENSG00000184009,4.92942246426e-10,1.52034226535e-08
392,HGF,ENSG00000019991,ENSG00000019991,4.9742760722e-10,1.52875498721e-08
6798,NAV1,ENSG00000134369,ENSG00000134369,4.96585755255e-10,1.52875498721e-08
1245,NOTCH3,ENSG00000074181,ENSG00000074181,4.99015010013e-10,1.53092876529e-08
